timestamp,max,min,mean,count,distinct,processing_time

2024-07-04 20:59:30,87.63975523590018,0.5841321453136179,31.772345510027016,30,26,0.001169443130493164
2024-07-04 20:59:40,95.96329128871713,0.08173833079504411,24.618236429711335,31,22,0.0021152496337890625
2024-07-04 20:59:50,68.96162644069032,0.08708689413592285,29.913798129820993,42,34,0.0028586387634277344
2024-07-04 21:00:00,85.86098781030893,0.07199082887237385,23.565066600509667,51,35,0.002170085906982422
2024-07-04 21:00:10,86.59876721577558,0.04849226843866461,25.462165786110504,59,37,0.002580881118774414
2024-07-04 21:00:20,71.19260593047467,0.040121516682864455,22.000321093570104,73,38,0.0024292469024658203
2024-07-04 21:00:30,88.91261040603491,0.21854627757442469,25.673457257730053,80,45,0.0032525062561035156
2024-07-04 21:00:40,84.52411166883415,0.4892932879591001,25.901358300701308,91,50,0.0031480789184570312
2024-07-04 21:00:50,83.18668631335566,0.16565955181406178,25.369838026166995,103,51,0.0038068294525146484
2024-07-04 21:01:00,86.12415094445227,0.0013871147248467608,28.83953169228867,107,62,0.0035114288330078125
2024-07-04 21:01:10,95.60859894342836,0.26056115530836343,23.84074261311501,123,53,0.0042858123779296875
2024-07-04 21:01:20,92.98828617925071,0.10532515332473502,24.678311102800212,131,55,0.004614114761352539
2024-07-04 21:01:30,84.2010131257488,0.1215226559863356,24.248416030280914,142,58,0.005272626876831055
2024-07-04 21:01:40,92.7687131270509,0.003001031314916025,25.59916907714839,152,64,0.005468606948852539
2024-07-04 21:01:50,82.4279753708145,0.13731095261680992,24.18490450758626,160,59,0.005507230758666992
2024-07-04 21:02:00,94.08395894575571,0.1050293498109176,28.899040963315485,170,70,0.005858182907104492
2024-07-04 21:02:10,83.36887522621922,0.20145861302927903,24.76373618657971,182,65,0.006169795989990234
2024-07-04 21:02:20,90.14368943747718,0.1264882941793175,23.62565274118086,190,69,0.006276607513427734
2024-07-04 21:02:30,95.32391083107716,0.03559354227664935,25.19086387771579,203,67,0.006814479827880859
2024-07-04 21:02:40,87.55558746967827,0.1459490892717611,25.215749698336744,210,68,0.007385730743408203
2024-07-04 21:02:50,96.21970450585957,0.08733334468938836,25.259168060130857,221,67,0.00768589973449707
2024-07-04 21:03:00,97.26574255243925,0.04797942549381817,26.097855505784512,232,73,0.008608102798461914
2024-07-04 21:03:10,93.84769683585107,0.03927028479884531,25.89892869808358,240,78,0.008269548416137695
2024-07-04 21:03:20,95.4579355235641,0.12279577564748234,26.538041523094616,249,75,0.008420467376708984
2024-07-04 21:03:30,89.74993530973319,0.013043197004220297,23.987652236741365,262,69,0.008681535720825195
2024-07-04 21:03:40,93.94564865243032,0.019462007692236938,24.947285158818048,272,71,0.009429216384887695
2024-07-04 21:03:50,91.87368626511015,0.08328790129223618,25.96751329873356,280,73,0.009701728820800781
2024-07-04 21:04:00,86.57604876345262,0.0014798403178203356,23.6022321222443,292,73,0.009862422943115234
2024-07-04 21:04:10,85.84256382081018,0.08616547524333595,27.495674362108385,300,76,0.009930849075317383
2024-07-04 21:04:20,92.97468713732707,0.0039693705314816086,26.759928740525154,311,79,0.010350227355957031
2024-07-04 21:04:30,90.17273734577074,0.02364065591419262,25.225848374428693,323,79,0.010728597640991211
2024-07-04 21:04:40,90.39158599577398,0.008093987753161058,24.453400043728692,330,77,0.011092185974121094
2024-07-04 21:04:50,94.24895285222414,0.10580179772956289,24.292686755397224,341,79,0.011656999588012695
2024-07-04 21:05:00,94.05841195632078,0.38848239124964035,26.428257191680274,351,80,0.0121612548828125
2024-07-04 21:05:10,91.70414090056232,0.04889073282830925,25.575401936087328,359,82,0.012253999710083008
2024-07-04 21:05:20,95.77787080887035,0.060533624933550856,24.631464490722617,373,84,0.013096332550048828
2024-07-04 21:05:30,94.88041037448752,0.014649592670637368,25.90874264470473,382,78,0.015773534774780273
2024-07-04 21:05:40,98.71544891124694,0.0733685182849384,25.279565409795193,389,81,0.013733863830566406
2024-07-04 21:05:50,91.96168542071243,0.01984737417939364,26.030348673471845,402,80,0.013553857803344727
2024-07-04 21:06:00,94.69557298326558,0.017102287217409806,25.9566365101952,409,85,0.014024496078491211
2024-07-04 21:06:10,99.30889063959589,0.05862465549003648,22.676958166984164,422,78,0.01536250114440918
2024-07-04 21:06:20,94.0777337517085,0.03129479427899329,26.266055835804803,431,83,0.014981269836425781
2024-07-04 21:06:30,94.31714439939613,0.020565902020459492,24.968145537269876,441,86,0.015516996383666992
2024-07-04 21:06:40,98.30057322247376,0.08442717726749216,26.156309251945263,450,82,0.015324115753173828
2024-07-04 21:06:50,91.4137119057434,0.07996847294438769,24.942282917036056,462,77,0.01619100570678711
2024-07-04 21:07:00,95.48617810996807,0.006870191077786858,25.582115899974497,472,83,0.015822887420654297
2024-07-04 21:07:10,97.31735506034035,0.012087976631652508,24.104187910798352,481,85,0.01630544662475586
2024-07-04 21:07:20,96.16707479761743,0.1238154853262996,26.04167672290685,491,86,0.016699790954589844
2024-07-04 21:07:30,94.10177571681045,0.04426196915057523,26.75737917143358,502,89,0.0171201229095459
2024-07-04 21:07:40,99.93024637148147,0.06917865291585523,25.107113031305275,510,84,0.01691269874572754
2024-07-04 21:07:50,90.08376629216919,0.01721127975252079,25.29771850831892,521,83,0.017851829528808594
2024-07-04 21:08:00,93.48719421687463,0.013796179139193177,25.185945793032992,530,83,0.01843571662902832
2024-07-04 21:08:10,90.3084745815113,0.041645842391374144,26.670266780033174,542,84,0.01796722412109375
2024-07-04 21:08:20,98.83883362448124,0.03695055683085002,25.667371651190535,552,89,0.019180774688720703
